"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 07:00","2021","09","29","07:00","0.0","","-0.8","","94","","0.0","","14","","4","","16.1","","94.19","","","","-1","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 08:00","2021","09","29","08:00","1.2","","0.0","","92","","0.0","","12","","8","","16.1","","94.22","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 09:00","2021","09","29","09:00","4.5","","1.8","","82","","0.0","","11","","4","","16.1","","94.23","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 10:00","2021","09","29","10:00","9.6","","4.6","","71","","0.0","","11","","9","","16.1","","94.20","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 11:00","2021","09","29","11:00","12.7","","4.5","","57","","0.0","","8","","8","","16.1","","94.17","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 12:00","2021","09","29","12:00","15.2","","3.2","","44","","0.0","","6","","11","","16.1","","94.11","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 13:00","2021","09","29","13:00","16.7","","3.1","","40","","0.0","","29","","8","","16.1","","94.10","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 14:00","2021","09","29","14:00","18.1","","-0.6","","28","","0.0","","20","","11","","16.1","","94.08","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 15:00","2021","09","29","15:00","17.4","","-1.1","","28","","0.0","","18","","8","","16.1","","94.08","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 16:00","2021","09","29","16:00","18.2","","-1.4","","26","","0.0","","18","","11","","16.1","","94.12","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 17:00","2021","09","29","17:00","17.0","","-2.1","","27","","0.0","","20","","8","","16.1","","94.15","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 18:00","2021","09","29","18:00","13.6","","7.3","","65","","0.0","","30","","8","","16.1","","94.21","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 19:00","2021","09","29","19:00","12.0","","5.5","","64","","0.0","","13","","4","","16.1","","94.23","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 20:00","2021","09","29","20:00","9.7","","3.3","","64","","0.0","","14","","8","","16.1","","94.22","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 21:00","2021","09","29","21:00","8.3","","2.8","","68","","0.0","","11","","8","","16.1","","94.18","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 22:00","2021","09","29","22:00","5.5","","3.5","","87","","0.0","","","M","4","","16.1","","94.21","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-29 23:00","2021","09","29","23:00","3.9","","0.9","","81","","0.0","","","","0","","16.1","","94.21","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 00:00","2021","09","30","00:00","3.4","","-0.2","","77","","0.0","","10","","9","","16.1","","94.18","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 01:00","2021","09","30","01:00","4.0","","0.2","","76","","0.0","","9","","9","","16.1","","94.12","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 02:00","2021","09","30","02:00","3.2","","-0.1","","79","","0.0","","11","","9","","16.1","","94.08","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 03:00","2021","09","30","03:00","4.0","","0.0","","75","","0.0","","8","","9","","16.1","","94.01","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 04:00","2021","09","30","04:00","4.6","","0.7","","76","","0.0","","12","","11","","16.1","","93.97","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 05:00","2021","09","30","05:00","5.5","","0.7","","71","","0.0","","8","","13","","16.1","","93.84","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 06:00","2021","09","30","06:00","5.9","","0.9","","70","","0.0","","6","","13","","16.1","","93.82","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 07:00","2021","09","30","07:00","5.8","","0.6","","69","","0.0","","10","","15","","16.1","","93.81","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 08:00","2021","09","30","08:00","6.5","","1.0","","68","","0.0","","7","","11","","16.1","","93.76","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 09:00","2021","09","30","09:00","7.3","","1.6","","67","","0.0","","6","","15","","16.1","","93.76","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 10:00","2021","09","30","10:00","8.1","","1.8","","64","","0.0","","8","","15","","16.1","","93.80","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 11:00","2021","09","30","11:00","9.3","","2.0","","60","","0.0","","9","","11","","16.1","","93.88","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 12:00","2021","09","30","12:00","12.1","","3.6","","56","","0.0","","10","","11","","16.1","","93.89","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 13:00","2021","09","30","13:00","14.5","","4.5","","51","","0.0","","8","","8","","16.1","","93.86","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 14:00","2021","09","30","14:00","16.7","","5.5","","47","","0.0","","5","","8","","16.1","","93.82","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 15:00","2021","09","30","15:00","18.1","","6.3","","46","","0.0","","12","","11","","16.1","","93.83","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 16:00","2021","09","30","16:00","16.3","","6.6","","52","","0.0","","31","","8","","16.1","","93.90","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 17:00","2021","09","30","17:00","14.0","","8.7","","70","","0.0","","32","","9","","16.1","","94.03","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 18:00","2021","09","30","18:00","13.2","","8.5","","73","","0.0","","9","","8","","16.1","","94.10","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 19:00","2021","09","30","19:00","12.4","","8.3","","76","","0.0","","13","","5","","16.1","","94.09","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 20:00","2021","09","30","20:00","12.0","","7.9","","76","","0.0","","","M","4","","16.1","","94.13","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 21:00","2021","09","30","21:00","11.3","","7.7","","78","","0.0","","17","","5","","16.1","","94.18","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 22:00","2021","09","30","22:00","10.9","","7.5","","80","","0.0","","","M","4","","16.1","","94.22","","","","","","NA"
"-114.78","55.29","SLAVE LAKE","3065995","2021-09-30 23:00","2021","09","30","23:00","12.2","","3.7","","56","","0.0","","24","","11","","16.1","","94.26","","","","","","NA"
